78506,-1,0,128,0.00,0.00,0.45
78727,0,0,128,0.00,0.00,0.45
78947,0,0,128,0.00,0.00,0.45
79168,0,0,128,0.00,0.00,0.45
79388,0,0,128,0.00,0.00,0.45
79609,0,0,128,0.00,0.00,0.45
79829,0,0,128,0.00,0.00,0.45
80050,2,-2,130,-0.01,0.00,0.44
80270,0,0,128,0.00,0.00,0.45
80491,0,0,128,0.00,0.00,0.45
80711,1,2,128,0.00,0.00,0.45
80932,0,0,128,0.00,0.00,0.44
81152,0,0,127,0.00,0.00,0.45
81373,0,-1,127,0.00,0.00,0.45
81593,0,0,128,0.00,0.00,0.45
81814,0,0,128,0.00,0.00,0.45
82034,0,0,129,0.00,0.00,0.45
82255,0,0,128,0.00,0.00,0.45
82475,0,0,128,0.00,0.00,0.45
82696,0,1,132,0.00,0.01,0.44
82916,0,0,126,0.00,0.00,0.45
83137,0,-1,128,0.00,0.00,0.45
83357,0,-10,127,0.02,-0.01,0.44
83578,-1,0,127,0.00,0.00,0.45
83798,-1,-3,128,0.00,0.00,0.45
84019,-1,0,126,0.00,0.00,0.45
84239,-1,0,127,0.00,-0.02,0.46
88170,-2,-3,127,0.00,0.00,0.44
88393,0,1,127,0.00,0.00,0.45
88614,0,1,128,0.00,0.00,0.45
88834,0,1,128,0.00,0.00,0.45
89055,0,0,128,-0.00,0.00,0.44
89275,0,0,128,0.00,0.00,0.44
89496,-1,0,128,0.00,0.00,0.45
89716,0,1,128,0.00,0.01,0.44
89937,0,0,128,0.00,0.00,0.45
90157,-1,2,129,0.00,0.00,0.45
90378,0,0,128,0.00,0.00,0.45
90598,0,0,128,0.00,0.01,0.45
90819,0,1,128,0.00,0.01,0.45
91039,0,0,127,0.00,0.00,0.45
91260,0,0,126,0.00,0.00,0.45
91480,0,1,128,0.00,0.02,0.45
91701,0,0,128,0.00,0.00,0.45
91921,0,0,128,0.00,0.00,0.45
92142,0,1,128,0.00,0.00,0.45
92362,-1,1,128,0.00,0.00,0.44
92583,0,0,128,0.00,0.00,0.45
92803,3,3,128,-0.02,-0.00,0.44
93024,0,0,128,0.00,0.00,0.45
93244,0,0,128,0.00,0.00,0.45
93465,0,0,128,0.00,0.00,0.45
93685,0,0,128,0.00,0.00,0.44
93906,0,0,128,0.00,0.00,0.45
94126,0,0,128,0.00,0.01,0.45
94347,1,0,128,0.01,0.00,0.45
94567,0,1,129,0.00,0.00,0.48
94788,0,0,128,0.00,-0.00,0.45
95008,8,21,128,-0.01,0.01,0.45
95229,0,1,128,0.00,0.00,0.45
95449,0,0,127,-0.00,0.00,0.45
95670,0,-2,128,0.00,0.00,0.45
95890,0,-1,128,0.00,-0.00,0.45
96111,0,-1,128,0.00,0.00,0.46
96331,-1,-2,126,0.00,0.00,0.45
96552,0,0,128,0.00,0.00,0.45
96772,0,0,128,0.00,0.00,0.45
101979,0,2,127,0.00,-0.00,0.38
102200,0,-1,128,0.00,0.00,0.45
102420,0,-1,128,0.00,0.00,0.45
102640,4,-1,129,0.03,-0.00,0.45
102861,-1,-1,128,0.00,0.00,0.45
103081,-1,0,128,0.00,0.00,0.45
103302,-1,0,128,0.00,0.00,0.45
103522,3,2,125,0.00,-0.02,0.45
103743,0,0,127,0.00,0.00,0.45
103963,0,-1,127,0.00,0.00,0.44
104184,0,0,128,0.00,0.00,0.45
104404,-1,-1,132,0.00,0.00,0.45
104625,0,0,128,0.02,0.02,0.45
104845,-2,2,132,0.00,-0.00,0.42
105066,-1,0,128,0.00,0.00,0.45
105286,-2,-2,128,-0.00,-0.00,0.45
105507,0,0,131,0.00,0.00,0.45
105727,0,0,127,0.00,0.00,0.45
105948,-1,0,128,0.00,0.00,0.45
106168,0,-1,128,0.00,0.00,0.45
106389,0,0,127,0.00,0.00,0.45
106609,-14,40,132,-0.05,0.08,0.44
106830,-2,-5,128,0.00,0.00,0.45
107050,-1,4,130,0.00,0.02,0.45
107271,0,-1,128,0.00,-0.00,0.45
107491,0,-1,128,-0.00,0.00,0.44
107712,0,-2,138,-0.00,-0.01,0.45
107932,0,0,128,0.00,0.00,0.45
108153,0,0,128,-0.02,-0.00,0.45
108373,-1,-1,128,0.00,-0.00,0.45
108594,0,-1,128,0.00,0.00,0.45
108814,-1,-1,126,0.00,0.00,0.45
109035,-1,-1,128,0.00,0.00,0.45
109255,-6,5,126,0.02,0.08,0.40
109476,-2,-19,124,0.02,-0.09,0.44
109696,0,0,128,0.00,0.00,0.45
109917,0,0,128,0.00,0.00,0.45
110137,16,-3,157,0.02,0.00,0.54
110358,-82,-13,92,-0.30,-0.02,0.28
110578,-116,-8,72,-0.45,-0.03,0.25
114543,-1,0,128,0.00,0.00,0.45
114767,0,0,128,0.00,0.00,0.45
114987,0,0,128,0.00,0.00,0.45
115208,0,0,128,0.00,0.00,0.45
115428,0,0,128,0.00,0.00,0.45
115649,-1,0,128,0.00,0.00,0.45
115869,0,0,128,0.00,0.00,0.45
116090,0,0,128,0.00,0.00,0.45
116310,0,0,127,0.00,0.00,0.45
116531,0,0,128,0.00,0.00,0.45
116751,0,0,128,0.00,0.00,0.45
116972,0,0,128,0.00,0.00,0.45
117192,0,0,128,0.00,0.00,0.45
117413,0,0,128,0.00,0.00,0.45
117633,0,-1,123,-0.00,-0.01,0.43
117854,0,0,128,0.00,0.00,0.45
118074,0,-1,119,-0.00,0.01,0.44
118295,0,1,128,0.00,0.00,0.45
118515,0,1,128,0.00,0.00,0.45
118736,0,0,128,0.00,0.00,0.45
118956,0,0,128,0.00,0.00,0.45
119177,-9,1,127,-0.02,-0.01,0.45
119397,1,4,128,0.00,0.00,0.45
119618,0,0,128,0.00,0.00,0.45
119838,0,0,128,0.00,0.00,0.45
120059,0,0,128,0.00,0.00,0.45
120279,-1,-4,128,0.00,-0.02,0.45
120500,0,0,128,0.00,0.00,0.45
120720,0,1,126,-0.00,0.01,0.44
120941,0,0,128,0.00,0.00,0.45
121161,0,0,128,0.00,0.00,0.45
121382,0,0,128,0.00,0.00,0.45
121602,-1,0,129,0.00,0.00,0.45
121823,0,0,127,0.00,0.00,0.45
122043,-1,0,128,0.00,0.00,0.45
122264,0,0,128,0.00,0.00,0.45
122484,0,1,128,0.00,0.01,0.45
122705,0,-2,126,0.00,0.01,0.46
122925,0,0,128,0.00,0.00,0.45
123146,0,0,127,0.00,0.00,0.45
128330,-10,0,123,-0.02,0.00,0.45
128552,0,-1,128,-0.00,0.00,0.45
128772,0,3,128,0.00,0.01,0.45
128992,0,1,128,0.00,0.00,0.45
129213,-1,-1,127,0.00,0.00,0.47
129433,-5,2,127,0.01,0.00,0.45
129654,-5,-12,133,0.00,-0.05,0.44
129874,-1,2,127,0.00,0.00,0.44
130095,-1,-1,128,0.00,-0.00,0.45
130315,-1,-2,128,0.00,-0.00,0.45
130536,0,2,129,0.00,0.00,0.45
130756,0,3,128,0.00,0.02,0.44
130977,0,1,128,0.00,0.00,0.45
131197,0,2,128,0.00,0.01,0.45
131418,2,11,119,0.01,0.07,0.38
131638,1,1,128,0.00,0.01,0.45
131859,0,2,128,0.00,0.01,0.45
132079,1,0,128,0.00,0.01,0.45
132300,0,1,127,0.00,0.01,0.45
132520,0,1,127,0.00,0.01,0.45
132741,0,0,128,0.00,0.01,0.45
132961,0,1,128,0.00,0.00,0.45
133182,0,1,127,0.00,0.01,0.45
133402,0,1,128,0.00,0.01,0.45
133623,1,1,128,0.00,0.00,0.45
133843,0,0,127,0.00,0.00,0.45
134064,1,1,128,0.00,0.00,0.45
134284,0,1,127,0.00,0.00,0.45
134505,0,0,128,0.00,0.00,0.45
134725,0,-1,132,0.00,0.00,0.45
134946,0,0,126,0.00,0.00,0.45
135166,0,0,128,0.00,0.00,0.45
135387,0,0,127,0.00,0.01,0.45
135607,0,0,128,0.00,0.00,0.45
135828,0,0,128,0.00,0.00,0.45
136048,0,0,128,0.00,-0.00,0.45
136269,0,0,128,0.00,0.00,0.45
136489,0,0,128,0.00,0.00,0.45
136710,0,0,127,0.00,0.00,0.45
136930,0,0,128,0.00,0.00,0.44
140819,0,1,128,0.00,0.00,0.45
141044,0,0,128,0.00,0.01,0.45
141264,-1,1,129,0.00,0.00,0.44
141485,0,0,128,0.00,0.00,0.45
141705,0,1,128,0.00,0.00,0.45
141926,0,1,129,0.00,0.00,0.45
142146,0,1,128,0.00,0.00,0.45
142367,0,1,128,0.00,0.01,0.45
142587,0,0,128,0.00,0.00,0.45
142808,0,0,128,0.00,0.00,0.45
143028,0,0,128,0.00,0.00,0.45
143249,0,0,128,0.00,0.00,0.45
143469,0,1,128,0.00,0.00,0.45
143690,0,1,127,0.00,0.00,0.45
143910,1,1,128,0.00,0.00,0.45
144131,0,0,128,-0.01,-0.01,0.45
144351,1,-8,128,-0.00,0.03,0.46
144572,0,1,129,0.00,0.00,0.45
144792,1,-34,121,0.03,0.09,0.45
145013,0,0,128,0.00,0.00,0.45
145233,0,0,127,0.00,0.00,0.45
145454,0,0,129,0.00,0.00,0.45
145674,0,2,128,0.00,0.01,0.45
145895,0,2,127,0.00,0.01,0.45
146115,0,3,127,0.01,0.01,0.45
146336,0,2,127,0.00,0.01,0.45
146556,15,-13,127,0.09,-0.05,0.43
146777,-11,9,128,-0.04,0.05,0.44
146997,0,0,130,0.00,0.01,0.45
147218,0,2,128,0.00,0.02,0.44
147438,0,2,128,0.00,0.01,0.45
147659,1,6,125,0.00,0.01,0.45
147879,0,4,128,0.00,0.02,0.45
148100,1,3,128,0.00,0.02,0.45
148320,11,-6,121,0.00,-0.02,0.46
148541,0,2,128,0.00,0.01,0.45
148762,0,2,128,0.00,0.01,0.45
148982,1,1,128,0.00,0.01,0.45
149203,1,2,128,0.01,0.01,0.45
149423,1,1,127,0.00,0.01,0.45
153391,1,5,129,0.00,-0.00,0.45
153616,-3,-4,126,-0.01,-0.03,0.45
153836,1,1,134,0.00,0.00,0.44
154057,0,-6,129,0.00,-0.02,0.44
154277,0,0,128,0.00,0.00,0.45
154498,0,1,128,0.00,0.01,0.45
154718,0,0,127,0.00,0.00,0.45
154939,0,1,128,0.00,0.00,0.45
155159,0,0,128,0.00,0.00,0.45
155380,0,0,128,0.00,0.00,0.45
155600,0,0,128,0.00,0.00,0.45
155821,0,0,127,0.00,0.00,0.45
156041,0,0,128,0.00,0.00,0.45
156262,2,-4,128,0.01,0.03,0.43
156482,1,0,128,0.00,0.00,0.45
156703,0,0,128,0.00,0.00,0.45
156923,0,0,128,0.00,0.00,0.45
157144,0,0,130,0.00,-0.00,0.45
157364,0,-1,127,0.00,0.00,0.45
157585,0,-1,127,0.00,0.00,0.44
157805,0,-1,128,0.00,0.00,0.45
158026,-1,-1,127,0.00,0.00,0.44
158246,0,0,128,0.00,0.00,0.45
158467,0,0,128,0.00,0.00,0.45
158687,-1,-1,128,0.00,0.00,0.45
158908,0,0,128,0.00,0.00,0.45
159128,3,-14,136,0.02,-0.05,0.46
159349,-1,-5,116,0.00,0.01,0.47
159569,0,-1,128,0.00,0.00,0.45
159790,0,-1,128,0.00,-0.01,0.43
160010,0,0,127,0.00,-0.00,0.44
160231,0,-1,128,0.00,-0.00,0.45
160451,0,-2,126,0.00,-0.00,0.45
160672,0,-1,126,0.00,-0.00,0.45
160893,0,-1,132,0.00,-0.01,0.44
161113,0,-1,128,0.00,0.00,0.45
161334,0,0,129,0.00,0.00,0.45
161554,-5,-2,128,-0.00,-0.01,0.44
161775,-1,-1,131,0.00,-0.01,0.45
161995,-1,-1,128,0.00,-0.00,0.45
165945,51,-92,110,0.21,-0.32,0.34
166169,39,-88,79,0.13,-0.35,0.30
166389,35,-91,42,0.19,-0.34,0.14
166610,34,-118,71,0.12,-0.44,0.25
166830,-6,-83,98,0.00,-0.26,0.38
167051,-34,-53,126,-0.08,-0.19,0.41
167271,8,-96,123,0.00,-0.32,0.41
167492,14,-20,91,0.02,-0.11,0.38
167712,18,2,120,0.07,0.01,0.44
167933,26,19,143,0.04,0.17,0.42
168153,13,32,111,0.06,0.20,0.41
168374,2,39,122,0.00,0.16,0.44
168594,13,36,126,0.06,0.14,0.45
168815,15,14,134,0.05,0.05,0.48
169035,-9,-52,116,-0.03,-0.20,0.41
169256,-12,-51,104,-0.05,-0.19,0.36
169476,-16,-51,112,-0.05,-0.19,0.41
169697,-18,-35,114,-0.09,-0.12,0.41
169917,-20,-34,112,-0.06,-0.12,0.41
170138,-13,-32,121,-0.04,-0.10,0.41
170358,-41,-16,96,-0.16,-0.05,0.35
170579,-3,48,187,-0.09,0.20,0.79
170799,73,-109,-215,0.25,-0.27,-0.61
171020,1,-120,-203,0.02,-0.18,-0.45
171240,20,-34,-182,-0.11,0.15,-0.20
171461,43,56,51,0.12,0.20,0.23
171681,-39,-31,126,-0.13,-0.05,0.45
171902,28,16,122,0.12,0.09,0.39
172122,38,32,160,0.14,0.05,0.57
172343,3,1,116,-0.07,0.08,0.57
172564,-21,-13,124,-0.08,-0.05,0.45
172784,0,0,128,0.00,0.00,0.45
173005,0,0,128,0.00,0.00,0.45
173225,0,0,128,0.00,0.00,0.45
173446,0,0,128,0.00,0.00,0.45
173666,0,0,128,0.00,0.00,0.45
173887,0,0,128,0.00,0.00,0.45
174107,0,0,128,0.00,0.00,0.45
174328,0,0,128,0.00,0.00,0.45
174548,0,0,128,0.00,0.00,0.45
178454,54,-129,41,0.18,-0.45,0.13
178679,27,-106,31,0.10,-0.41,0.11
178899,25,-124,12,0.09,-0.48,0.04
179120,23,-126,15,0.09,-0.47,0.06
179340,33,-109,66,0.12,-0.39,0.24
179561,46,-84,86,0.19,-0.33,0.30
179781,28,-59,114,0.08,-0.18,0.38
180002,32,-35,135,0.06,-0.09,0.48
180222,33,-5,145,0.12,-0.02,0.51
180443,15,-41,107,0.06,-0.15,0.39
180663,22,-22,120,0.08,-0.08,0.42
180884,16,-23,127,0.06,-0.09,0.43
181104,1,-26,128,-0.03,-0.12,0.43
181325,7,-28,117,0.03,-0.11,0.39
181545,1,5,128,0.00,0.03,0.44
181766,0,1,129,0.00,-0.00,0.44
181986,0,0,128,0.00,0.00,0.45
182207,0,1,128,0.00,0.00,0.45
182427,0,0,128,0.00,0.00,0.45
182648,0,1,128,0.00,0.00,0.45
182868,0,0,128,0.00,0.00,0.45
183089,0,0,128,0.00,0.00,0.45
183309,0,1,127,0.00,0.00,0.45
183530,0,1,128,0.00,0.00,0.45
183750,0,1,128,0.00,0.00,0.45
183971,0,0,128,0.00,0.00,0.45
184191,0,0,128,0.00,0.00,0.45
184412,0,0,128,0.00,0.00,0.45
184632,0,0,128,0.00,0.00,0.45
184853,0,1,128,0.00,0.00,0.45
185073,0,0,128,0.00,0.01,0.45
185294,0,1,128,0.00,0.00,0.45
185514,0,0,128,0.00,0.00,0.45
185735,0,0,127,0.00,0.00,0.44
185955,0,0,128,0.00,0.00,0.45
186176,0,0,128,0.00,0.00,0.45
186396,0,1,128,0.00,0.00,0.45
186617,0,0,128,0.00,0.00,0.45
186837,0,1,128,0.00,0.00,0.45
187058,0,0,128,0.00,0.00,0.45
190982,-1,0,127,0.00,0.01,0.45
191206,0,0,128,0.00,0.01,0.45
191426,0,0,128,0.00,0.00,0.45
191647,0,0,128,0.00,0.00,0.45
191867,0,1,127,0.00,0.01,0.45
192088,0,0,128,0.00,0.00,0.45
192308,0,1,128,0.00,0.00,0.45
192529,0,1,128,0.00,0.00,0.45
192749,0,0,127,0.00,0.00,0.45
192970,0,1,128,0.00,0.00,0.45
193190,0,1,128,0.00,0.00,0.45
193411,0,0,128,0.00,0.00,0.45
193631,0,0,127,0.00,0.00,0.45
193852,0,0,128,0.00,0.00,0.45
194072,0,1,128,0.00,0.00,0.45
194293,0,0,128,0.00,0.00,0.45
194513,0,1,128,0.00,0.00,0.45
194734,0,1,128,0.00,0.00,0.45
194954,0,0,128,0.00,0.01,0.45
195175,0,1,128,0.00,0.01,0.45
195395,0,0,128,0.00,0.01,0.45
195616,0,0,128,0.00,0.00,0.45
195836,0,0,128,0.00,0.00,0.45
196057,-1,1,128,0.00,0.00,0.45
196277,0,0,128,0.00,0.00,0.45
196498,0,1,128,0.00,0.00,0.45
196718,0,1,127,0.00,0.00,0.45
196939,0,1,128,0.00,0.00,0.45
